Scope,LegoSet,GizmoType,GizmoName,References,Can Be Instanced?,In Complex Gizmo?
Area,BuilderDefault,GizObstacle,KEYPAD_USE_GREEN_OFF,0,-,KEYPAD_USE_OFF_CMPLX
Area,BuilderDefault,GizObstacle,Car_Flap_Static,0,-,CarFlap_CMPLX
Area,BuilderDefault,GizObstacle,Car_Flap_Open,0,-,CarFlap_CMPLX
Area,BuilderDefault,GizObstacle,Car_Flap_Close,0,-,CarFlap_CMPLX
Area,BuilderDefault,GizObstacle,FoldingLadderPulling,0,-,FoldingLadder
Area,BuilderDefault,GizObstacle,Dyno_Pulling,0,-,FoldingLadder
Area,BuilderDefault,GizObstacle,Dyno_Pulled,0,-,FoldingLadder
Area,BuilderDefault,GizObstacle,iLadder_Stuggle_point,0,-,FoldingLadder
Area,BuilderDefault,Blowup,DETECTIVE_TRUE_DUST_BL,0,-,DETECTIVE_CMPLX
Area,BuilderDefault,Blowup,STREET_LIGHT_REPAIR_HIT_BL,0,-,STREET_LIGHT_REPAIR_CMPLX
Area,BuilderDefault,Blowup,STREET_LIGHT_REPAIR_Cns_BL,0,-,STREET_LIGHT_REPAIR_CMPLX
Area,BuilderDefault,Blowup,TARGET_BL,0,-,-
Area,BuilderDefault,Blowup,STREET_LIGHT_REPAIR_EMBERS_BL,0,-,STREET_LIGHT_REPAIR_CMPLX
Area,BuilderDefault,Blowup,STREET_LIGHT_REPAIR_COIL_BL,0,-,STREET_LIGHT_REPAIR_CMPLX
Area,BuilderDefault,Blowup,SUPERCARRY_BL,0,-,SUPERCARRY_BOX_CMPLX
Area,BuilderDefault,Blowup,DYNAMITE_BARREL_PLUGGED_BL,0,-,DYNAMITE_CMPLX
Area,BuilderDefault,Blowup,DYNAMITE_KABOOM_BL,0,-,DYNAMITE_EXPLOSION_CMPLX
Area,BuilderDefault,Blowup,blowup,0,-,-
Area,BuilderDefault,Blowup,blowup1,0,-,-
Area,BuilderDefault,Blowup,blowup2,0,-,-
Area,BuilderDefault,Blowup,blowup3,0,-,-
Area,BuilderDefault,Blowup,SUPERCARRY_PARKOUR_BL,0,-,SUPERCARRY_PARKOUR_CMPLX
Area,BuilderDefault,Blowup,FoldingLadder_BL,0,-,FoldingLadder
Area,BuilderDefault,Blowup,iTARGET_YELLOW_BL,0,-,-
Area,BuilderDefault,Blowup,iTARGET_ORANGE_BL,0,-,-
Area,BuilderDefault,Blowup,iTARGET_PURPLE_BL,0,-,-
Area,BuilderDefault,Blowup,iTARGET_GREEN_BL,0,-,-
Area,BuilderDefault,Blowup,iTARGET_BLUE_BL,0,-,-
Area,BuilderDefault,GizSpellIt,TRAMPOLINE_BUILDIT,0,-,TRAMPOLINE_LRG_BLD_CMPLX
Area,BuilderDefault,GizSpellIt,Trampoline_small_Buildit,0,-,TRAMPLOLINE_SML_BLD_CMPLX
Area,BuilderDefault,GizSpellIt,AIR_JET_REVEAL_BLDIT,0,-,AIR_JET_REVEAL_CMPLX
Area,BuilderDefault,GizSpellIt,iKeypad_Buildit,0,-,-
Area,BuilderDefault,ComplexGizmo,LargePressureSwitch,0,-,-
Area,BuilderDefault,ComplexGizmo,iDETECTIVE_FALSE_CMPLX,0,-,-
Area,BuilderDefault,GizItem,iSuperCarryBox_item,0,-,-
Area,BuilderDefault,GizItem,iDynamite_item,0,-,-
Area,BuilderDefault,Plug,SUPERCARRY_BOX_PLG,0,-,SUPERCARRY_BOX_CMPLX
Area,BuilderDefault,Plug,DYNAMITE_BARREL_PLG,0,-,DYNAMITE_CMPLX
Area,BuilderDefault,Plug,SUPERCARRY_PARKOUR_PLG,0,-,SUPERCARRY_PARKOUR_CMPLX
Area,BuilderDefault,Tube,AIR_JET_BLD_TB,0,-,AIR_JET_BLDIT_CMPLX
Area,BuilderDefault,Tube,AIR_JET_REVEAL_TB,0,-,AIR_JET_REVEAL_CMPLX
Area,BuilderDefault,Tube,AIR_JET_ON_TB,0,-,-
Area,BuilderDefault,GizSwitch,DETECTIVE_TRUE_SW,0,-,DETECTIVE_CMPLX
Area,BuilderDefault,GizSwitch,STREET_LIGHT_REPAIR_SW,0,-,STREET_LIGHT_REPAIR_CMPLX
Area,BuilderDefault,GizSwitch,KEYPAD_USE_SW,0,-,KEYPAD_CMPLX
Area,BuilderDefault,GizSwitch,DETECTIVE_FALSE_SW,0,-,-
Area,BuilderDefault,GizSwitch,KEYPAD_USE_OFF_SW,0,-,KEYPAD_USE_OFF_CMPLX
Area,BuilderDefault,GizSwitch,ThrowSwitch_SW,0,-,ThrowSwitch_CMPLX
Area,BuilderDefault,GizSwitch,CAM_SHAKE_TEST_SWITCH,0,-,-
Area,BuilderDefault,GizSwitch,gizswitch,0,-,-
Area,BuilderDefault,GizSwitch,iThrowSwitch_Green,0,-,-
Area,BuilderDefault,Ledge,ledge1,0,-,-
Area,BuilderDefault,GizmoGroup,PostBox,0,-,-
Area,BuilderDefault,GizmoGroup,ladder,0,-,-
Area,BuilderDefault,GizmoGroup,group_Engine,0,-,-
Area,BuilderDefault,Pole,pole,0,-,-
Area,BuilderDefault,Pole,pole1,0,-,-
Area,BuilderDefault,Pole,pole2,0,-,-
Area,BuilderDefault,Pole,pole3,0,-,-
SET INSTANCABLE USAGE:,'BuilderDefault',0/79 gizmos,(0.0 percent)
SET TOTAL USAGE:,'BuilderDefault',0/176 gizmos,(0.0 percent)

Area,BuilderWeapon,GizDig,WiiUController_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Pink_Flower_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Silver_Crystal_dig1,0,Yes,-
Area,BuilderWeapon,GizDig,Dictaphone_dig1,0,Yes,-
Area,BuilderWeapon,GizDig,SuperCarry_Cogs_dig,0,Yes,-
Area,BuilderWeapon,GizDig,SuperCarry_Roller_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Super_Carry_Parkour_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Supercarry_Donut_Table_dig,0,Yes,-
Area,BuilderWeapon,GizDig,SuperCarryExplode_dig,0,Yes,-
Area,BuilderWeapon,GizDig,SuperCarryBox_dig,0,Yes,-
Area,BuilderWeapon,GizDig,SuperCarrySewer_dig,0,Yes,-
Area,BuilderWeapon,GizDig,SuperCarryVault_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Crank_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Pizza_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Suitcase2_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Suitcase_dig,0,Yes,-
Area,BuilderWeapon,GizDig,stealthcrate_dig,0,Yes,-
Area,BuilderWeapon,GizDig,PizzaGun_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Tazer_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Orange_Fish_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Silver_Crystal_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Moon_rock_Museum_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Dog_Bone_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Keycard_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Dictaphone_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Record_dig,0,Yes,-
Area,BuilderWeapon,GizDig,MagnifyingGlass_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Fan_Generator_Battery_1_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Blue_Rocket_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Yellow_Rocket_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Green_Rocket_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Red_Rocket_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Dynamite_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Valve_Handle_dig,0,Yes,-
Area,BuilderWeapon,GizDig,key_Bronze_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Sandwich_dig,0,Yes,-
Area,BuilderWeapon,GizDig,key_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Feather_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Jerry_Can_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Carry_Torch__dig,0,Yes,-
Area,BuilderWeapon,GizDig,Gong_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Hammer_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Axe_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Crowbar_dig,0,Yes,-
Area,BuilderWeapon,GizDig,RayGun_dig,0,Yes,-
Area,BuilderWeapon,GizDig,Pickaxe_dig,0,Yes,-
Area,BuilderWeapon,GizDig,PneumaticDrill_dig,0,Yes,-
Area,BuilderWeapon,GizDig,ChickenGun_dig,0,Yes,-
Area,BuilderWeapon,GizDig,fire_extinguisher_dig,0,Yes,-
Area,BuilderWeapon,GizDig,PaintBallGun_dig,0,Yes,-
Area,BuilderWeapon,GizDig,GrappleGun_dig,0,Yes,-
Area,BuilderWeapon,GizItem,WiiUController_item,0,Yes,-
Area,BuilderWeapon,GizItem,Pink_Flower_item,0,Yes,-
Area,BuilderWeapon,GizItem,Silver_Crystal_item1,0,Yes,-
Area,BuilderWeapon,GizItem,Dictaphone_item1,0,Yes,-
Area,BuilderWeapon,GizItem,SuperCarry_Cogs_item,0,Yes,-
Area,BuilderWeapon,GizItem,SuperCarry_Roller_item,0,Yes,-
Area,BuilderWeapon,GizItem,Super_Carry_Parkour_item,0,Yes,-
Area,BuilderWeapon,GizItem,Supercarry_Donut_Table_item,0,Yes,-
Area,BuilderWeapon,GizItem,SuperCarryExplode_item,0,Yes,-
Area,BuilderWeapon,GizItem,SuperCarryBox_item,0,Yes,-
Area,BuilderWeapon,GizItem,SuperCarrySewer_item,0,Yes,-
Area,BuilderWeapon,GizItem,SuperCarryVault_item,0,Yes,-
Area,BuilderWeapon,GizItem,Crank_item,0,Yes,-
Area,BuilderWeapon,GizItem,Pizza_item,0,Yes,-
Area,BuilderWeapon,GizItem,Suitcase2_item,0,Yes,-
Area,BuilderWeapon,GizItem,Suitcase_item,0,Yes,-
Area,BuilderWeapon,GizItem,stealthcrate_item,0,Yes,-
Area,BuilderWeapon,GizItem,PizzaGun_item,0,Yes,-
Area,BuilderWeapon,GizItem,Tazer_item,0,Yes,-
Area,BuilderWeapon,GizItem,Orange_Fish_item,0,Yes,-
Area,BuilderWeapon,GizItem,Silver_Crystal_item,0,Yes,-
Area,BuilderWeapon,GizItem,Moon_rock_Museum_item,0,Yes,-
Area,BuilderWeapon,GizItem,Dog_Bone_item,0,Yes,-
Area,BuilderWeapon,GizItem,Keycard_item,0,Yes,-
Area,BuilderWeapon,GizItem,Dictaphone_item,0,Yes,-
Area,BuilderWeapon,GizItem,Record_item,0,Yes,-
Area,BuilderWeapon,GizItem,MagnifyingGlass_item,0,Yes,-
Area,BuilderWeapon,GizItem,Fan_Generator_Battery_1_item,0,Yes,-
Area,BuilderWeapon,GizItem,Blue_Rocket_item,0,Yes,-
Area,BuilderWeapon,GizItem,Yellow_Rocket_item,0,Yes,-
Area,BuilderWeapon,GizItem,Green_Rocket_item,0,Yes,-
Area,BuilderWeapon,GizItem,Red_Rocket_item,0,Yes,-
Area,BuilderWeapon,GizItem,Dynamite_item,0,Yes,-
Area,BuilderWeapon,GizItem,Valve_Handle_item,0,Yes,-
Area,BuilderWeapon,GizItem,key_Bronze_item,0,Yes,-
Area,BuilderWeapon,GizItem,Sandwich_item,0,Yes,-
Area,BuilderWeapon,GizItem,key_item,0,Yes,-
Area,BuilderWeapon,GizItem,Feather_item,0,Yes,-
Area,BuilderWeapon,GizItem,Jerry_Can_item,0,Yes,-
Area,BuilderWeapon,GizItem,Carry_Torch__item,0,Yes,-
Area,BuilderWeapon,GizItem,Gong_item,0,Yes,-
Area,BuilderWeapon,GizItem,Hammer_item,0,Yes,-
Area,BuilderWeapon,GizItem,Axe_item,0,Yes,-
Area,BuilderWeapon,GizItem,Crowbar_item,0,Yes,-
Area,BuilderWeapon,GizItem,RayGun_item,0,Yes,-
Area,BuilderWeapon,GizItem,Pickaxe_item,0,Yes,-
Area,BuilderWeapon,GizItem,PneumaticDrill_item,0,Yes,-
Area,BuilderWeapon,GizItem,ChickenGun_item,0,Yes,-
Area,BuilderWeapon,GizItem,fire_extinguisher_item,0,Yes,-
Area,BuilderWeapon,GizItem,PaintBallGun_item,0,Yes,-
Area,BuilderWeapon,GizItem,GrappleGun_item,0,Yes,-
Area,BuilderWeapon,GizObstacle,Key_NoPickup,0,Yes,-
Area,BuilderWeapon,GizmoGroup,GrappleGun_group,0,-,-
Area,BuilderWeapon,GizmoGroup,PaintBallGun_group,0,-,-
Area,BuilderWeapon,GizmoGroup,fire_extinguisher_group,0,-,-
Area,BuilderWeapon,GizmoGroup,ChickenGun_group,0,-,-
Area,BuilderWeapon,GizmoGroup,PneumaticDrill_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Pickaxe_group,0,-,-
Area,BuilderWeapon,GizmoGroup,RayGun_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Crowbar_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Axe_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Hammer_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Gong_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Carry_Torch__group,0,-,-
Area,BuilderWeapon,GizmoGroup,Jerry_Can_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Feather_group,0,-,-
Area,BuilderWeapon,GizmoGroup,key_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Sandwich_group,0,-,-
Area,BuilderWeapon,GizmoGroup,key_Bronze_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Valve_Handle_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Dynamite_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Red_Rocket_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Green_Rocket_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Yellow_Rocket_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Blue_Rocket_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Fan_Generator_Battery_1_group,0,-,-
Area,BuilderWeapon,GizmoGroup,MagnifyingGlass_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Record_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Dictaphone_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Keycard_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Dog_Bone_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Moon_rock_Museum_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Silver_Crystal_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Orange_Fish_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Tazer_group,0,-,-
Area,BuilderWeapon,GizmoGroup,PizzaGun_group,0,-,-
Area,BuilderWeapon,GizmoGroup,stealthcrate_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Suitcase_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Suitcase2_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Pizza_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Crank_group,0,-,-
Area,BuilderWeapon,GizmoGroup,SuperCarryVault_group,0,-,-
Area,BuilderWeapon,GizmoGroup,SuperCarrySewer_group,0,-,-
Area,BuilderWeapon,GizmoGroup,SuperCarryBox_group,0,-,-
Area,BuilderWeapon,GizmoGroup,SuperCarryExplode_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Supercarry_Donut_Table_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Super_Carry_Parkour_group,0,-,-
Area,BuilderWeapon,GizmoGroup,SuperCarry_Roller_group,0,-,-
Area,BuilderWeapon,GizmoGroup,SuperCarry_Cogs_group,0,-,-
Area,BuilderWeapon,GizmoGroup,Dictaphone_group1,0,-,-
Area,BuilderWeapon,GizmoGroup,Silver_Crystal_group1,0,-,-
Area,BuilderWeapon,GizmoGroup,Pink_Flower_group,0,-,-
Area,BuilderWeapon,GizmoGroup,WiiUController_group,0,-,-
SET INSTANCABLE USAGE:,'BuilderWeapon',0/103 gizmos,(0.0 percent)
SET TOTAL USAGE:,'BuilderWeapon',0/154 gizmos,(0.0 percent)

OVERALL INSTANCABLE USAGE:,2/309 gizmos,(0.6 percent)
OVERALL TOTAL USAGE:,2/528 gizmos,(0.4 percent)

